split,scope,episode_id,label_category,anomaly_type,sensors,stations,cluster,start_utc,end_utc,affected_rows,random_seed,description
dwd_train,train,DWD_TRAIN-I8-WX-0020,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-00433,DWD-01048,DWD-01684,DWD-03987",dwd_east_continental,2022-09-13T17:00:00+00:00,2022-09-14T23:00:00+00:00,100,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0021,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00433,DWD-01048,DWD-01684,DWD-03987",dwd_east_continental,2022-12-08T13:00:00+00:00,2022-12-09T03:00:00+00:00,52,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0022,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00433,DWD-01048,DWD-01684,DWD-03987",dwd_east_continental,2022-06-07T18:00:00+00:00,2022-06-08T15:00:00+00:00,80,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0023,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00433,DWD-01048,DWD-01684,DWD-03987",dwd_east_continental,2022-07-05T01:00:00+00:00,2022-07-05T18:00:00+00:00,68,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0024,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-00433,DWD-01048,DWD-01684,DWD-03987",dwd_east_continental,2022-11-09T19:00:00+00:00,2022-11-10T08:00:00+00:00,50,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-FLT-0025,sensor_fault,bias,pressure,DWD-03987,dwd_east_continental,2022-09-29T03:00:00+00:00,2022-09-29T14:00:00+00:00,12,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0026,sensor_fault,bias,pressure,DWD-00433,dwd_east_continental,2022-01-24T08:00:00+00:00,2022-01-25T17:00:00+00:00,34,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0027,sensor_fault,bias,pressure,DWD-01048,dwd_east_continental,2022-12-16T00:00:00+00:00,2022-12-17T17:00:00+00:00,42,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0028,sensor_fault,bias,temperature,DWD-00433,dwd_east_continental,2022-05-02T15:00:00+00:00,2022-05-03T13:00:00+00:00,23,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0029,sensor_fault,bias,temperature,DWD-01684,dwd_east_continental,2022-02-11T22:00:00+00:00,2022-02-12T19:00:00+00:00,22,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0030,sensor_fault,bias,temperature,DWD-01684,dwd_east_continental,2022-07-26T08:00:00+00:00,2022-07-27T04:00:00+00:00,21,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0031,sensor_fault,bias,pressure,DWD-01048,dwd_east_continental,2022-10-16T14:00:00+00:00,2022-10-18T14:00:00+00:00,49,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0032,sensor_fault,bias,temperature,DWD-03987,dwd_east_continental,2022-04-03T07:00:00+00:00,2022-04-03T15:00:00+00:00,9,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0033,sensor_fault,drift,pressure,DWD-00433,dwd_east_continental,2022-07-22T03:00:00+00:00,2022-07-23T15:00:00+00:00,37,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0034,sensor_fault,drift,temperature,DWD-03987,dwd_east_continental,2022-05-09T20:00:00+00:00,2022-05-10T06:00:00+00:00,11,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0035,sensor_fault,drift,temperature,DWD-00433,dwd_east_continental,2022-05-10T11:00:00+00:00,2022-05-12T01:00:00+00:00,39,8017,drift applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0036,sensor_fault,drift,humidity,DWD-03987,dwd_east_continental,2022-01-30T03:00:00+00:00,2022-01-30T10:00:00+00:00,8,8017,drift applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0037,sensor_fault,drift,pressure,DWD-01048,dwd_east_continental,2022-11-12T08:00:00+00:00,2022-11-13T00:00:00+00:00,17,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0038,sensor_fault,drift,humidity,DWD-03987,dwd_east_continental,2022-11-10T09:00:00+00:00,2022-11-10T17:00:00+00:00,9,8017,drift applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0039,sensor_fault,drift,humidity,DWD-01048,dwd_east_continental,2022-05-31T23:00:00+00:00,2022-06-01T14:00:00+00:00,16,8017,drift applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0040,sensor_fault,drift,pressure,DWD-03987,dwd_east_continental,2022-09-16T08:00:00+00:00,2022-09-17T02:00:00+00:00,19,8017,drift applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0041,sensor_fault,frozen_sensor,temperature,DWD-03987,dwd_east_continental,2022-12-10T01:00:00+00:00,2022-12-11T15:00:00+00:00,39,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0042,sensor_fault,frozen_sensor,temperature,DWD-01048,dwd_east_continental,2022-03-14T23:00:00+00:00,2022-03-15T08:00:00+00:00,10,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0043,sensor_fault,frozen_sensor,temperature,DWD-01684,dwd_east_continental,2022-07-19T19:00:00+00:00,2022-07-20T22:00:00+00:00,28,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0044,sensor_fault,frozen_sensor,pressure,DWD-01684,dwd_east_continental,2022-05-24T10:00:00+00:00,2022-05-26T14:00:00+00:00,53,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0045,sensor_fault,frozen_sensor,pressure,DWD-03987,dwd_east_continental,2022-06-14T04:00:00+00:00,2022-06-14T22:00:00+00:00,19,8017,frozen_sensor applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0046,sensor_fault,frozen_sensor,humidity,DWD-01048,dwd_east_continental,2022-04-26T21:00:00+00:00,2022-04-28T15:00:00+00:00,43,8017,frozen_sensor applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0047,sensor_fault,frozen_sensor,temperature,DWD-00433,dwd_east_continental,2022-10-10T23:00:00+00:00,2022-10-11T13:00:00+00:00,15,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0048,sensor_fault,frozen_sensor,temperature,DWD-00433,dwd_east_continental,2022-11-28T03:00:00+00:00,2022-11-28T13:00:00+00:00,11,8017,frozen_sensor applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0049,sensor_fault,spike,pressure,DWD-01684,dwd_east_continental,2022-08-21T10:00:00+00:00,2022-08-21T10:00:00+00:00,1,8017,spike applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0050,sensor_fault,spike,temperature,DWD-01048,dwd_east_continental,2022-09-15T09:00:00+00:00,2022-09-15T09:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0051,sensor_fault,spike,humidity,DWD-01048,dwd_east_continental,2022-06-12T10:00:00+00:00,2022-06-12T10:00:00+00:00,1,8017,spike applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0052,sensor_fault,spike,pressure,DWD-01684,dwd_east_continental,2022-10-15T06:00:00+00:00,2022-10-15T06:00:00+00:00,1,8017,spike applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0053,sensor_fault,spike,temperature,DWD-00433,dwd_east_continental,2022-02-25T20:00:00+00:00,2022-02-25T20:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0054,sensor_fault,spike,temperature,DWD-03987,dwd_east_continental,2022-08-06T16:00:00+00:00,2022-08-06T16:00:00+00:00,1,8017,spike applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0055,sensor_fault,spike,humidity,DWD-00433,dwd_east_continental,2022-10-22T08:00:00+00:00,2022-10-22T08:00:00+00:00,1,8017,spike applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0056,sensor_fault,spike,pressure,DWD-01048,dwd_east_continental,2022-11-10T19:00:00+00:00,2022-11-10T19:00:00+00:00,1,8017,spike applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0057,sensor_fault,noise,humidity,DWD-01684,dwd_east_continental,2022-09-30T22:00:00+00:00,2022-10-02T17:00:00+00:00,44,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0058,sensor_fault,noise,temperature,DWD-03987,dwd_east_continental,2022-08-16T22:00:00+00:00,2022-08-17T07:00:00+00:00,10,8017,noise applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0059,sensor_fault,noise,humidity,DWD-01684,dwd_east_continental,2022-04-12T02:00:00+00:00,2022-04-13T11:00:00+00:00,34,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0060,sensor_fault,noise,humidity,DWD-01048,dwd_east_continental,2022-06-19T19:00:00+00:00,2022-06-20T13:00:00+00:00,19,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0061,sensor_fault,noise,humidity,DWD-01048,dwd_east_continental,2022-09-09T15:00:00+00:00,2022-09-11T14:00:00+00:00,48,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0062,sensor_fault,noise,humidity,DWD-01684,dwd_east_continental,2022-07-09T12:00:00+00:00,2022-07-10T12:00:00+00:00,25,8017,noise applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0063,sensor_fault,noise,pressure,DWD-01048,dwd_east_continental,2022-05-06T05:00:00+00:00,2022-05-07T04:00:00+00:00,24,8017,noise applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0064,sensor_fault,noise,temperature,DWD-03987,dwd_east_continental,2022-05-03T04:00:00+00:00,2022-05-04T15:00:00+00:00,36,8017,noise applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-WX-0065,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-05-21T08:00:00+00:00,2022-05-22T01:00:00+00:00,64,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0066,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-07-14T09:00:00+00:00,2022-07-15T13:00:00+00:00,110,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0067,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-12-18T00:00:00+00:00,2022-12-18T13:00:00+00:00,50,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0068,genuine_weather_scenario,regional_heatwave,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-05-22T23:00:00+00:00,2022-05-24T01:00:00+00:00,102,8017,Coherent regional_heatwave across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0069,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-05-25T06:00:00+00:00,2022-05-26T04:00:00+00:00,84,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0070,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-05-15T09:00:00+00:00,2022-05-15T23:00:00+00:00,54,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0071,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-04-24T13:00:00+00:00,2022-04-25T04:00:00+00:00,56,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0072,genuine_weather_scenario,regional_cold_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-06-18T03:00:00+00:00,2022-06-19T04:00:00+00:00,98,8017,Coherent regional_cold_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0073,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-02-21T01:00:00+00:00,2022-02-21T20:00:00+00:00,74,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0074,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-10-02T01:00:00+00:00,2022-10-02T14:00:00+00:00,50,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0075,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-04-28T04:00:00+00:00,2022-04-29T08:00:00+00:00,110,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0076,genuine_weather_scenario,pressure_front,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-02-20T18:00:00+00:00,2022-02-21T01:00:00+00:00,28,8017,Coherent pressure_front across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0077,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-05-03T10:00:00+00:00,2022-05-04T10:00:00+00:00,94,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0078,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-06-04T01:00:00+00:00,2022-06-04T19:00:00+00:00,70,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0079,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-05-12T03:00:00+00:00,2022-05-13T03:00:00+00:00,96,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0080,genuine_weather_scenario,humidity_surge,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-01-08T13:00:00+00:00,2022-01-09T06:00:00+00:00,68,8017,Coherent humidity_surge across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0081,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-01-23T20:00:00+00:00,2022-01-24T14:00:00+00:00,72,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0082,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-09-17T20:00:00+00:00,2022-09-18T17:00:00+00:00,84,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0083,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-03-28T16:00:00+00:00,2022-03-29T11:00:00+00:00,76,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0084,genuine_weather_scenario,dry_intrusion,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-03-29T23:00:00+00:00,2022-03-30T16:00:00+00:00,66,8017,Coherent dry_intrusion across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0085,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-11-01T01:00:00+00:00,2022-11-01T16:00:00+00:00,58,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0086,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-07-26T07:00:00+00:00,2022-07-27T00:00:00+00:00,64,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0087,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-08-09T03:00:00+00:00,2022-08-10T09:00:00+00:00,118,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-WX-0088,genuine_weather_scenario,multivariate_storm,"temperature,pressure,humidity","DWD-01975,DWD-03032,DWD-04271,DWD-05839",dwd_north_coastal,2022-01-25T02:00:00+00:00,2022-01-26T07:00:00+00:00,112,8017,Coherent multivariate_storm across at least three neighbour stations with causal spatial lag.
dwd_train,train,DWD_TRAIN-I8-FLT-0089,sensor_fault,bias,pressure,DWD-05839,dwd_north_coastal,2022-01-20T18:00:00+00:00,2022-01-22T10:00:00+00:00,41,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0090,sensor_fault,bias,humidity,DWD-05839,dwd_north_coastal,2022-04-16T16:00:00+00:00,2022-04-18T09:00:00+00:00,42,8017,bias applied to one humidity sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0091,sensor_fault,bias,temperature,DWD-05839,dwd_north_coastal,2022-03-10T17:00:00+00:00,2022-03-12T01:00:00+00:00,33,8017,bias applied to one temperature sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0092,sensor_fault,bias,pressure,DWD-03032,dwd_north_coastal,2022-08-31T08:00:00+00:00,2022-09-01T12:00:00+00:00,29,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0093,sensor_fault,bias,pressure,DWD-03032,dwd_north_coastal,2022-01-24T14:00:00+00:00,2022-01-24T19:00:00+00:00,6,8017,bias applied to one pressure sensor with a low-to-moderate severity ladder.
dwd_train,train,DWD_TRAIN-I8-FLT-0094,sensor_fault,bias,humidity,DWD-01975,dwd_north_coastal,2022-02-24T00:00:00+00:00,2022-02-25T09:00:00+00:00,34,8017,bias applied to one humidity sensor with a low-to-moderate severity ladder.
