station_id,station_name,latitude,longitude,elevation_m,climate_zone,cluster,temperature_c,pressure_hpa,relative_humidity_pct,temp_z,press_z,rh_z,max_z,decision,confidence,severity,neighbors_evaluated
43900000964,Spiti Kaza High-Alt AWS,32.22,78.07,3650.0,Northern Himalayas,northern_himalayas,7.3,671.7,49,3.24,1.4,-3.37,3.37,GENUINE_WEATHER_EVENT,0.91,ADVISORY,5
43900000956,Dharamshala Kangra AWS,32.219,76.3234,1457.0,Northern Himalayas,northern_himalayas,19.0,873.3,69,2.62,1.77,-1.06,2.62,PROBABLE_FAULT,0.76,LOW,5
43900000915,Gurdaspur AWS,32.04,75.4,242.0,Northern Himalayas,northern_himalayas,25.2,981.7,81,1.19,-1.76,-1.18,1.76,NORMAL,0.95,NONE,5
42705199999,Kullu Manali,31.877,77.154,1089.1,Northern Himalayas,northern_himalayas,18.6,898.3,82,1.71,0.86,-0.67,1.71,NORMAL,0.95,NONE,5
42081099999,Bhuntar,31.833,77.167,1084.0,Northern Himalayas,northern_himalayas,17.5,896.3,86,0.75,0.53,0.29,0.75,NORMAL,0.95,NONE,5
42078099999,Mandi,31.717,76.967,761.0,Northern Himalayas,northern_himalayas,15.6,894.3,91,-2.38,-9.42,1.35,9.42,SENSOR_FAULT,0.98,HIGH,5
42071099999,Amritsar,31.71,74.797,230.4,Northern Himalayas,northern_himalayas,25.2,985.5,81,-0.31,0.35,0.0,0.35,NORMAL,0.95,NONE,5
43900000957,Mandi AWS,31.7087,76.932,760.0,Northern Himalayas,northern_himalayas,18.4,928.5,90,-0.72,-0.71,1.18,1.18,NORMAL,0.95,NONE,5
43900000961,Hamirpur HP AWS,31.68,76.52,785.0,Northern Himalayas,northern_himalayas,22.9,928.6,73,3.39,1.16,-2.87,3.39,GENUINE_WEATHER_EVENT,0.91,ADVISORY,5
04207199999,Amritsar AWS,31.6333,74.8667,234.0,Northern Himalayas,northern_himalayas,25.7,985.2,87,0.21,0.43,1.01,1.01,NORMAL,0.95,NONE,5
43900000962,Kinnaur Reckong Peo AWS,31.54,78.27,2290.0,Northern Himalayas,northern_himalayas,12.3,781.1,69,0.16,-0.34,-1.46,1.46,NORMAL,0.95,NONE,5
42079099999,Sundernagar,31.533,76.9,874.0,Northern Himalayas,northern_himalayas,18.3,909.5,83,-1.53,-2.21,-1.18,2.21,NORMAL,0.95,NONE,5
43900000916,Hoshiarpur AWS,31.53,75.92,296.0,Northern Himalayas,northern_himalayas,24.5,976.7,79,-0.22,0.23,-0.51,0.51,NORMAL,0.95,NONE,5
42075099999,Jullundur,31.467,75.583,100.0,Northern Himalayas,northern_himalayas,25.5,984.6,82,-0.77,-10.52,0.51,10.52,SENSOR_FAULT,0.98,HIGH,5
42077099999,Una,31.467,76.267,369.0,Northern Himalayas,northern_himalayas,22.3,968.6,87,-1.75,-0.64,1.01,1.75,NORMAL,0.95,NONE,5
43900000929,Tarn Taran AWS,31.45,74.93,226.0,Northern Himalayas,northern_himalayas,25.5,985.5,83,-0.08,-0.35,0.34,0.35,NORMAL,0.95,NONE,5
43900000918,Kapurthala AWS,31.38,75.38,225.0,Northern Himalayas,northern_himalayas,25.6,985.5,77,0.08,0.37,-0.84,0.84,NORMAL,0.95,NONE,5
42074099999,Kapurthala,31.333,75.333,229.0,Northern Himalayas,northern_himalayas,25.9,986.5,76,0.27,0.99,-1.18,1.18,NORMAL,0.95,NONE,5
43900000917,Jalandhar AWS,31.33,75.58,229.0,Northern Himalayas,northern_himalayas,25.8,983.9,84,0.19,-0.76,1.18,1.18,NORMAL,0.95,NONE,5
43900000959,Bilaspur HP AWS,31.33,76.76,673.0,Northern Himalayas,northern_himalayas,22.4,948.1,94,0.13,1.41,1.24,1.41,NORMAL,0.95,NONE,5
42080099999,Bilaspur,31.25,76.667,587.0,Northern Himalayas,northern_himalayas,24.1,953.7,85,1.2,2.25,-0.34,2.25,NORMAL,0.95,NONE,5
43900000928,Shahid Bhagat Singh Nagar Nawanshahr AWS,31.13,76.12,244.0,Northern Himalayas,northern_himalayas,25.1,982.4,81,0.11,-0.43,0.34,0.43,NORMAL,0.95,NONE,5
42083099999,Shimla,31.1,77.167,2202.0,Northern Himalayas,northern_himalayas,13.0,809.9,88,0.55,1.21,-0.51,1.21,NORMAL,0.95,NONE,5
43900000925,Rupnagar Ropar AWS,30.97,76.53,260.0,Northern Himalayas,northern_himalayas,24.8,980.4,77,-0.43,-0.64,-0.9,0.9,NORMAL,0.95,NONE,5
43900000914,Firozpur AWS,30.92,74.61,197.0,Northern Himalayas,northern_himalayas,25.6,988.8,81,-0.69,-0.03,0.34,0.69,NORMAL,0.95,NONE,5
42096099999,Ferozepur,30.917,74.667,200.0,Northern Himalayas,northern_himalayas,25.6,989.1,81,-0.67,0.44,0.34,0.67,NORMAL,0.95,NONE,5
43900000958,Solan Nauni Agro-AWS,30.9045,77.0967,1502.0,Northern Himalayas,northern_himalayas,15.5,857.8,96,-1.44,-0.4,1.18,1.44,NORMAL,0.95,NONE,5
43900000919,Ludhiana PAU AWS,30.9,75.81,247.0,Northern Himalayas,northern_himalayas,26.7,983.5,75,0.86,0.34,-0.67,0.86,NORMAL,0.95,NONE,5
43900000966,Kasauli AWS,30.9,76.96,1927.0,Northern Himalayas,northern_himalayas,14.0,827.3,91,-0.21,0.46,0.34,0.46,NORMAL,0.95,NONE,5
42107099999,Dharmpur,30.9,77.017,1986.0,Northern Himalayas,northern_himalayas,16.0,858.2,91,2.01,2.77,0.34,2.77,PROBABLE_FAULT,0.76,LOW,5
42099099999,Ludhiana,30.867,75.933,255.0,Northern Himalayas,northern_himalayas,26.0,983.0,79,0.67,1.27,0.34,1.27,NORMAL,0.95,NONE,5
43900000921,Moga AWS,30.82,75.17,217.0,Northern Himalayas,northern_himalayas,26.7,986.5,75,1.02,-0.41,-0.67,1.02,NORMAL,0.95,NONE,5
42098099999,Halwara,30.75,75.633,241.0,Northern Himalayas,northern_himalayas,25.3,984.6,79,-0.67,0.5,0.51,0.67,NORMAL,0.95,NONE,5
42105099999,Chandigarh(Iafb),30.733,76.883,347.0,Northern Himalayas,northern_himalayas,23.3,965.7,89,-1.19,-1.81,0.17,1.81,NORMAL,0.95,NONE,5
42108099999,Uttarkashi,30.733,78.45,1200.0,Northern Himalayas,northern_himalayas,19.1,894.4,63,0.9,1.02,-4.22,4.22,SENSOR_FAULT,0.725,HIGH,5
43900000926,Sahibzada Ajit Singh Nagar Mohali AWS,30.7,76.72,316.0,Northern Himalayas,northern_himalayas,25.4,976.0,79,0.72,0.05,-1.52,1.52,NORMAL,0.95,NONE,5
43900000944,Panchkula AWS,30.69,76.86,365.0,Northern Himalayas,northern_himalayas,24.6,973.9,88,0.29,0.36,-0.17,0.36,NORMAL,0.95,NONE,5
42705299999,Chandigarh,30.673,76.789,308.5,Northern Himalayas,northern_himalayas,24.6,976.6,88,-0.31,-0.25,0.0,0.31,NORMAL,0.95,NONE,5
43900000911,Faridkot AWS,30.67,74.76,196.0,Northern Himalayas,northern_himalayas,26.5,987.9,79,0.07,-0.69,0.0,0.69,NORMAL,0.95,NONE,5
43900000912,Fatehgarh Sahib AWS,30.65,76.4,246.0,Northern Himalayas,northern_himalayas,25.4,981.9,71,0.14,-1.27,-1.69,1.69,NORMAL,0.95,NONE,5
43900000965,Sirmaur Nahan AWS,30.56,77.3,932.0,Northern Himalayas,northern_himalayas,19.6,916.9,88,-0.63,0.63,-0.17,0.63,NORMAL,0.95,NONE,5
42116099999,Joshimath,30.55,79.567,1875.0,Northern Himalayas,northern_himalayas,11.5,802.0,79,-2.15,-1.71,-0.4,2.15,NORMAL,0.95,NONE,5
43900000922,Muktsar AWS,30.47,74.52,184.0,Northern Himalayas,northern_himalayas,26.5,988.8,79,-0.07,-1.01,0.0,1.01,NORMAL,0.95,NONE,5
42112099999,Mussoorie,30.45,78.083,2042.0,Northern Himalayas,northern_himalayas,15.0,822.4,92,2.22,7.98,1.01,7.98,SENSOR_FAULT,0.951,HIGH,5
42104099999,Nahan,30.4,76.767,958.0,Northern Himalayas,northern_himalayas,26.0,981.7,69,4.43,52.54,-1.16,52.54,SENSOR_FAULT,0.98,HIGH,5
42114099999,Tehri,30.4,78.483,770.0,Northern Himalayas,northern_himalayas,21.0,923.7,100,0.23,-0.23,2.02,2.02,NORMAL,0.95,NONE,5
42117099999,Chamoli,30.4,79.333,1160.0,Northern Himalayas,northern_himalayas,18.7,890.4,69,0.44,0.3,-3.04,3.04,PROBABLE_FAULT,0.76,LOW,5
04211499999,New Tehri AWS,30.3833,78.4333,770.0,Northern Himalayas,northern_himalayas,15.5,842.4,88,-4.33,-13.35,-0.34,13.35,SENSOR_FAULT,0.98,HIGH,5
42103099999,Ambala,30.383,76.767,272.0,Northern Himalayas,northern_himalayas,26.0,981.0,69,0.67,-0.07,-1.16,1.16,NORMAL,0.95,NONE,5
43900000909,Barnala AWS,30.38,75.55,227.0,Northern Himalayas,northern_himalayas,25.5,985.5,84,-0.39,-0.03,1.35,1.35,NORMAL,0.95,NONE,5
43900000967,Dehradun Forest Research AWS,30.34,78.0,682.0,Northern Himalayas,northern_himalayas,21.4,939.8,86,0.14,-0.19,0.0,0.19,NORMAL,0.95,NONE,5
42101099999,Patiala,30.333,76.467,251.0,Northern Himalayas,northern_himalayas,25.2,983.0,81,-0.52,-0.3,1.69,1.69,NORMAL,0.95,NONE,5
43900000924,Patiala AWS,30.33,76.38,251.0,Northern Himalayas,northern_himalayas,25.4,983.2,82,-0.36,-0.16,1.85,1.85,NORMAL,0.95,NONE,5
42111099999,Dehradun,30.317,78.033,682.0,Northern Himalayas,northern_himalayas,21.4,940.6,86,0.14,0.18,0.0,0.18,NORMAL,0.95,NONE,5
04211199999,Dehradun AWS,30.2833,78.0833,683.0,Northern Himalayas,northern_himalayas,21.2,942.7,84,-0.12,1.01,-0.34,1.01,NORMAL,0.95,NONE,5
43900000973,Rudraprayag AWS,30.28,78.98,895.0,Northern Himalayas,northern_himalayas,20.8,926.0,85,0.52,1.59,-0.29,1.59,NORMAL,0.95,NONE,5
43900000927,Sangrur AWS,30.25,75.84,232.0,Northern Himalayas,northern_himalayas,25.7,984.8,76,0.15,-0.42,-1.01,1.01,NORMAL,0.95,NONE,5
43900000976,Srinagar Garhwal AWS,30.22,78.78,560.0,Northern Himalayas,northern_himalayas,21.9,950.5,95,-0.59,-0.4,1.35,1.35,NORMAL,0.95,NONE,5
43900000910,Bathinda Bhisiana AWS,30.21,74.95,201.0,Northern Himalayas,northern_himalayas,27.1,988.3,76,0.53,-0.13,-0.84,0.84,NORMAL,0.95,NONE,5
43900000968,Dehradun Jolly Grant AWS,30.19,78.18,558.0,Northern Himalayas,northern_himalayas,21.1,951.7,84,-0.93,-0.84,-0.34,0.93,NORMAL,0.95,NONE,5
42097099999,Bhatinda,30.167,74.583,211.0,Northern Himalayas,northern_himalayas,26.5,989.4,81,0.08,1.91,0.84,1.91,NORMAL,0.95,NONE,5
42135099999,Sangrur,30.167,75.833,236.0,Northern Himalayas,northern_himalayas,25.9,985.6,74,0.34,0.75,-1.35,1.35,NORMAL,0.95,NONE,5
42110099999,Pauri,30.15,78.783,1845.0,Northern Himalayas,northern_himalayas,18.1,867.5,87,3.78,14.56,-0.17,14.56,SENSOR_FAULT,0.98,HIGH,5
43900000913,Fazilka Abohar AWS,30.14,74.2,180.0,Northern Himalayas,northern_himalayas,26.6,990.2,74,-0.49,-0.57,0.0,0.57,NORMAL,0.95,NONE,5
43900000950,Yamunanagar AWS,30.13,77.28,274.0,Northern Himalayas,northern_himalayas,25.7,980.2,86,-0.03,-0.65,1.18,1.18,NORMAL,0.95,NONE,5
42121099999,Munsyari,30.117,80.25,3414.0,Northern Himalayas,northern_himalayas,14.0,865.4,72,4.03,9.15,-1.6,9.15,SENSOR_FAULT,0.98,HIGH,5
43900000920,Mansa AWS,29.98,75.38,212.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.4,987.3,82,0.29,0.05,1.01,1.01,NORMAL,0.95,NONE,5
43900000940,Kurukshetra AWS,29.97,76.85,260.0,Indo-Gangetic Plains,indo_gangetic_plains,26.0,982.8,79,0.18,0.19,-0.27,0.27,NORMAL,0.95,NONE,5
43900000641,Saharanpur AWS,29.9678,77.5511,269.0,Indo-Gangetic Plains,indo_gangetic_plains,25.6,980.6,78,-0.11,-0.09,-0.77,0.77,NORMAL,0.95,NONE,5
43900000969,Haridwar AWS,29.95,78.16,249.0,Indo-Gangetic Plains,indo_gangetic_plains,23.0,979.1,96,-0.86,-1.91,1.69,1.91,NORMAL,0.95,NONE,5
42123099999,Ganganagar,29.917,73.917,177.0,Western Arid/Semi-Arid,western_arid_semi_arid,27.9,991.6,74,0.99,0.47,0.0,0.99,NORMAL,0.95,NONE,5
04212399999,Ganganagar AWS,29.9167,73.8833,177.0,Western Arid/Semi-Arid,western_arid_semi_arid,27.9,991.4,74,0.99,0.34,0.0,0.99,NORMAL,0.95,NONE,5
42140099999,Roorkee,29.85,77.883,274.0,Indo-Gangetic Plains,indo_gangetic_plains,24.5,982.0,88,0.42,0.35,0.45,0.45,NORMAL,0.95,NONE,5
43900000974,Bageshwar AWS,29.85,79.77,1004.0,Northern Himalayas,northern_himalayas,18.2,900.1,91,-1.44,-3.84,-1.35,3.84,SENSOR_FAULT,0.702,HIGH,5
42151099999,Dharchula,29.85,80.533,817.0,Indo-Gangetic Plains,indo_gangetic_plains,17.3,873.3,79,-2.76,-4.93,-2.7,4.93,SENSOR_FAULT,0.768,HIGH,5
43900000938,Kaithal AWS,29.8,76.4,237.0,Indo-Gangetic Plains,indo_gangetic_plains,25.1,985.2,86,-0.5,0.05,0.84,0.84,NORMAL,0.95,NONE,5
42137099999,Karnal,29.7,77.033,249.0,Indo-Gangetic Plains,indo_gangetic_plains,25.9,984.5,79,0.03,0.28,-0.34,0.34,NORMAL,0.95,NONE,5
43900000939,Karnal NDRI AWS,29.69,76.98,252.0,Indo-Gangetic Plains,indo_gangetic_plains,25.6,983.9,81,-0.23,0.11,0.0,0.23,NORMAL,0.95,NONE,5
43900000971,Ranikhet AWS,29.64,79.43,1869.0,Northern Himalayas,northern_himalayas,13.6,824.4,100,-0.05,0.98,0.84,0.98,NORMAL,0.95,NONE,5
42143099999,Najibabad,29.617,78.383,270.0,Indo-Gangetic Plains,indo_gangetic_plains,22.9,980.6,95,-0.71,0.21,1.85,1.85,NORMAL,0.95,NONE,5
43900000970,Almora AWS,29.6,79.66,1638.0,Northern Himalayas,northern_himalayas,16.0,849.6,95,0.76,0.72,-0.67,0.76,NORMAL,0.95,NONE,5
43900000708,Hanumangarh AWS,29.58,74.32,177.0,Western Arid/Semi-Arid,western_arid_semi_arid,27.2,990.9,74,0.1,-0.47,0.0,0.47,NORMAL,0.95,NONE,5
43900000972,Pithoragarh AWS,29.58,80.22,1636.0,Northern Himalayas,northern_himalayas,17.0,852.3,99,1.48,0.95,0.67,1.48,NORMAL,0.95,NONE,5
43900000948,Sirsa AWS,29.53,75.03,205.0,Western Arid/Semi-Arid,western_arid_semi_arid,26.9,988.4,83,-0.1,0.24,0.67,0.67,NORMAL,0.95,NONE,5
43900000933,Fatehabad AWS,29.52,75.45,208.0,Western Arid/Semi-Arid,western_arid_semi_arid,27.0,987.7,79,0.1,-0.56,0.0,0.56,NORMAL,0.95,NONE,5
43900000637,Muzaffarnagar AWS,29.4727,77.7085,232.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,984.1,77,0.33,-1.09,-0.67,1.09,NORMAL,0.95,NONE,5
42147099999,Mukteshwar Kumaon,29.467,79.65,2311.0,Northern Himalayas,northern_himalayas,10.8,784.5,99,0.05,0.72,0.0,0.72,NORMAL,0.95,NONE,5
43900000644,Shamli AWS,29.45,77.3167,248.0,Indo-Gangetic Plains,indo_gangetic_plains,25.9,984.7,81,0.11,1.06,0.0,1.06,NORMAL,0.95,NONE,5
42146099999,Nainital,29.4,79.467,1953.0,Northern Himalayas,northern_himalayas,11.9,794.8,99,-1.0,-6.74,0.67,6.74,SENSOR_FAULT,0.876,HIGH,5
43900000945,Panipat AWS,29.39,76.97,228.0,Indo-Gangetic Plains,indo_gangetic_plains,25.9,985.1,86,-0.11,-1.08,0.84,1.08,NORMAL,0.95,NONE,5
43900000609,Bijnor AWS,29.3724,78.1358,225.0,Indo-Gangetic Plains,indo_gangetic_plains,25.9,985.0,84,-0.46,-0.98,0.51,0.98,NORMAL,0.95,NONE,5
43900000975,Champawat AWS,29.33,80.1,1610.0,Northern Himalayas,northern_himalayas,15.6,844.6,99,0.15,-1.64,0.0,1.64,NORMAL,0.95,NONE,5
43900000937,Jind AWS,29.32,76.32,227.0,Indo-Gangetic Plains,indo_gangetic_plains,26.5,986.3,77,-0.55,-0.05,-0.34,0.55,NORMAL,0.95,NONE,5
42131099999,Hisar,29.179,75.755,213.4,Western Arid/Semi-Arid,delhi,27.3,987.9,79,0.38,0.14,0.0,0.38,NORMAL,0.95,NONE,5
42122099999,Anupgarh,29.167,73.167,154.0,Western Arid/Semi-Arid,western_arid_semi_arid,28.5,994.0,61,0.38,-0.07,-2.19,2.19,NORMAL,0.95,NONE,5
43900000935,Hisar HAU Agro-AWS,29.15,75.72,215.0,Western Arid/Semi-Arid,western_arid_semi_arid,27.3,987.9,79,0.39,0.27,0.0,0.39,NORMAL,0.95,NONE,5
42148099999,Pantnagar,29.033,79.467,233.0,Indo-Gangetic Plains,indo_gangetic_plains,25.4,986.2,92,-0.01,0.45,-0.27,0.45,NORMAL,0.95,NONE,5
42139099999,Meerut,29.017,77.717,222.0,Indo-Gangetic Plains,indo_gangetic_plains,26.6,986.8,81,0.56,0.1,-0.34,0.56,NORMAL,0.95,NONE,5
43900000949,Sonipat AWS,28.99,77.02,224.0,Indo-Gangetic Plains,indo_gangetic_plains,27.0,986.8,78,-0.15,0.59,-0.17,0.59,NORMAL,0.95,NONE,5
04213999999,Meerut AWS,28.9667,77.7333,221.9,Indo-Gangetic Plains,indo_gangetic_plains,26.6,986.9,81,0.55,0.16,-0.34,0.55,NORMAL,0.95,NONE,5
43900000603,Baghpat AWS,28.9454,77.2208,220.0,Indo-Gangetic Plains,indo_gangetic_plains,25.7,986.4,83,-1.12,-0.4,0.51,1.12,NORMAL,0.95,NONE,5
43900000598,Amroha AWS,28.9044,78.4678,211.0,Indo-Gangetic Plains,indo_gangetic_plains,25.7,987.2,91,-0.48,-0.59,0.51,0.59,NORMAL,0.95,NONE,5
43900000947,Rohtak AWS,28.9,76.58,220.0,Indo-Gangetic Plains,indo_gangetic_plains,27.2,985.8,72,0.83,-0.99,-1.01,1.01,NORMAL,0.95,NONE,5
42176099999,Rohtak,28.833,76.583,222.0,Indo-Gangetic Plains,indo_gangetic_plains,26.8,987.1,76,0.51,0.28,-0.51,0.51,NORMAL,0.95,NONE,5
42187099999,Moradabad,28.833,78.75,202.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,989.8,87,0.54,0.45,-0.67,0.67,NORMAL,0.95,NONE,5
43900000640,Rampur AWS,28.8154,79.0257,192.0,Indo-Gangetic Plains,indo_gangetic_plains,26.6,990.3,89,0.65,-0.39,-0.34,0.65,NORMAL,0.95,NONE,5
43900000930,Bhiwani AWS,28.78,76.13,215.0,Indo-Gangetic Plains,indo_gangetic_plains,26.2,987.5,83,-0.54,-0.27,0.84,0.84,NORMAL,0.95,NONE,5
42188099999,Rampur,28.75,79.0,191.0,Indo-Gangetic Plains,indo_gangetic_plains,26.4,991.0,88,0.48,0.39,-0.51,0.51,NORMAL,0.95,NONE,5
43900000620,Hapur AWS,28.7306,77.7759,213.0,Indo-Gangetic Plains,indo_gangetic_plains,26.0,987.7,86,0.24,-0.16,-0.11,0.24,NORMAL,0.95,NONE,5
