"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","ME1","REM","EQD"
"43272099999","2024-02-02T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0212,1","+0197,1","99999,9",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0319,1","240,N,+0197,1","99999,9,09207,1",,"3,1545,9","SYN08643272 32595 80500 10212 20197 39207 48545 83642 333 10319 20197 56999 59003 555 10002=",
"43272099999","2024-02-03T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0220,1","+0190,1","99999,9",,,,,,,"240,M,+0326,1","240,N,+0203,1","99999,9,09212,1","9,9,999,9,+005,1","3,1549,9","SYN08043272 32997 01401 10220 20190 39212 48549 8//// 333 10326 20203 58005 555 10002=",
"43272099999","2024-02-05T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0178,1","+0148,1","99999,9",,,,,,,"240,M,+0316,1","240,N,+0145,1","99999,9,09223,1","9,9,999,9,+015,1","3,1551,9","SYN08043272 32997 01401 10178 20148 39223 48551 8//// 333 10316 20145 58015 555 10002=",
"43272099999","2024-02-06T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0192,1","+0166,1","99999,9",,,,,,,"240,M,+0326,1","240,N,+0160,1","99999,9,09228,1","9,9,999,9,+005,1","3,1560,9","SYN08043272 32997 01401 10192 20166 39228 48560 8//// 333 10326 20160 58005 555 10002=",
"43272099999","2024-02-08T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0208,1","+0138,1","99999,9",,,,,,,"240,M,+0341,1","240,N,+0138,1","99999,9,09209,1","9,9,999,9,+010,1","3,1545,9","SYN08043272 32997 00900 10208 20138 39209 48545 8//// 333 10341 20138 58010 555 10002=",
"43272099999","2024-02-09T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0210,1","+0137,1","99999,9",,,,,,,"240,M,+0343,1","240,N,+0137,1","99999,9,09209,1","9,9,999,9,+000,1","3,1545,9","SYN08043272 32997 01400 10210 20137 39209 48545 8//// 333 10343 20137 58000 555 10002=",
"43272099999","2024-02-10T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0204,1","+0166,1","99999,9",,,,,,,"240,M,+0336,1","240,N,+0177,1","99999,9,09228,1","9,9,999,9,+019,1","3,1563,9","SYN08043272 32997 01402 10204 20166 39228 48563 8//// 333 10336 20177 58019 555 10002=",
"43272099999","2024-02-12T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0200,1","+0133,1","99999,9",,,,,,,"240,M,+0328,1","240,N,+0151,1","99999,9,09129,1","9,9,999,9,+000,1","3,1552,9","SYN08043272 32997 01402 10200 20133 39129 48552 8//// 333 10328 20151 58000 555 10002=",
"43272099999","2024-02-13T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0190,1","+0158,1","99999,9",,,,,,,"240,M,+0321,1","240,N,+0149,1","99999,9,09219,1","9,9,999,9,+000,1",,"SYN07443272 32997 01401 10190 20158 39219 8//// 333 10321 20149 58000 555 10002=",
"43272099999","2024-02-14T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0196,1","+0157,1","99999,9",,,,,,,"240,M,+0311,1","240,N,+0150,1","99999,9,09217,1","9,9,999,9,-002,1","3,1550,9","SYN08043272 32997 01402 10196 20157 39217 48550 8//// 333 10311 20150 59002 555 10002=",
"43272099999","2024-02-15T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0176,1","+0152,1","99999,9",,,,,,,"240,M,+0311,1","240,N,+0145,1","99999,9,09204,1","9,9,999,9,-013,1","3,1533,9","SYN08043272 32997 01402 10176 20152 39204 48533 8//// 333 10311 20145 59013 555 10002=",
"43272099999","2024-02-18T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0226,1","+0113,1","99999,9",,,,,,,"240,M,+0307,1","240,N,+0136,1","99999,9,09204,1","9,9,999,9,-015,1","3,1545,9","SYN08043272 32997 01402 10226 20113 39204 48545 8//// 333 10307 20136 59015 555 10002=",
"43272099999","2024-02-19T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0210,1","+0125,1","99999,9",,,,,,,"240,M,+0331,1","240,N,+0133,1","99999,9,09199,1","9,9,999,9,-002,1","3,1536,9","SYN08043272 32997 01401 10210 20125 39199 48536 8//// 333 10331 20133 59002 555 10002=",
"43272099999","2024-02-20T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0220,1","+0156,1","99999,9",,,,,,,"240,M,+0327,1","240,N,+0153,1","99999,9,09198,1","9,9,999,9,-001,1","3,1537,9","SYN08043272 32997 01401 10220 20156 39198 48537 8//// 333 10327 20153 59001 555 10002=",
"43272099999","2024-02-21T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0218,1","+0178,1","99999,9",,,,,,,"240,M,+0336,1","240,N,+0171,1","99999,9,09187,1","9,9,999,9,-011,1","3,1527,9","SYN08043272 32997 02301 10218 20178 39187 48527 8//// 333 10336 20171 59011 555 10002=",
"43272099999","2024-02-22T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0232,1","+0173,1","99999,9",,,,,,,"240,M,+0336,1","240,N,+0178,1","99999,9,09188,1","9,9,999,9,+001,1","3,1532,9","SYN08043272 32997 00501 10232 20173 39188 48532 8//// 333 10336 20178 58001 555 10002=",
"43272099999","2024-02-23T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","010000,1,9,9","+0220,1","+0163,1","99999,9",,,,,,,"240,M,+0336,1","240,N,+0183,1","99999,9,09185,1","9,9,999,9,-003,1","3,1525,9","SYN08043272 32997 00500 10220 20163 39185 48525 8//// 333 10336 20183 59003 555 10002=",
"43272099999","2024-02-24T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0240,1","+0211,1","99999,9",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0351,1","240,N,+0214,1","99999,9,09183,1",,"3,1527,9","SYN08643272 32595 60500 10240 20211 39183 48527 83632 333 10351 20214 56299 59002 555 10002=",
"43272099999","2024-02-25T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0236,1","+0197,1","99999,9",,,,,,,"240,M,+0326,1","240,N,+0219,1","99999,9,09186,1","9,9,999,9,+003,1","3,1530,9","SYN08043272 32997 01402 10236 20197 39186 48530 8//// 333 10326 20219 58003 555 10002=",
"43272099999","2024-02-26T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0212,1","+0171,1","99999,9",,"02,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9","240,M,+0326,1","240,N,+0183,1","99999,9,09188,1",,"3,1528,9","SYN08643272 32595 51402 10212 20171 39188 48528 82532 333 10326 20183 56299 58002 555 10002=",
"43272099999","2024-02-27T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0015,1","99999,9,9,N","010000,1,9,9","+0208,1","+0180,1","99999,9",,,,,,,"240,M,+0306,1","240,N,+0187,1","99999,9,09197,1","9,9,999,9,+009,1","3,1534,9","SYN08043272 32997 01403 10208 20180 39197 48534 8//// 333 10306 20187 58009 555 10002=",
"43272099999","2024-02-29T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0212,1","+0116,1","99999,9",,,,,,,"240,M,+0334,1","240,N,+0123,1","99999,9,09186,1","9,9,999,9,-002,1","3,1526,9","SYN08043272 32997 01401 10212 20116 39186 48526 8//// 333 10334 20123 59002 555 10002=",
"43272099999","2024-03-01T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0202,1","+0164,1","99999,9",,,,,,,"240,M,+0336,1","240,N,+0161,1","99999,9,09208,1","9,9,999,9,+022,1","3,1544,9","SYN07043272 32997 01401 10202 20164 39208 48544 8//// 333 10336 20161 58022=",
"43272099999","2024-03-02T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0220,1","+0156,1","99999,9",,,,,,,"240,M,+0331,1","240,N,+0148,1","99999,9,09198,1","9,9,999,9,-010,1","3,1537,9","SYN08043272 32997 01401 10220 20156 39198 48537 8//// 333 10331 20148 59010 555 10000=",
"43272099999","2024-03-03T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0230,1","+0167,1","99999,9",,,,,,,"240,M,+0339,1","240,N,+0151,1","99999,9,09197,1","9,9,999,9,-001,1","3,1539,9","SYN08043272 32997 01402 10230 20167 39197 48539 8//// 333 10339 20151 59001 555 10002=",
"43272099999","2024-03-04T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0230,1","+0167,1","99999,9",,,,,,,"240,M,+0337,1","240,N,+0159,1","99999,9,09187,1","9,9,999,9,-010,1","3,1529,9","SYN08043272 32997 01401 10230 20167 39187 48529 8//// 333 10337 20159 59010 555 10000=",
"43272099999","2024-03-05T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0240,1","+0175,1","99999,9",,,,,,,"240,M,+0356,1","240,N,+0168,1","99999,9,09185,1","9,9,999,9,-002,1","3,1529,9","SYN08043272 32997 01401 10240 20175 39185 48529 8//// 333 10356 20168 59002 555 10000=",
"43272099999","2024-03-06T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0250,1","+0169,1","99999,9",,,,,,,"240,M,+0336,1","240,N,+0175,1","99999,9,09185,1","9,9,999,9,+000,1","3,1532,9","SYN08043272 32997 02302 10250 20169 39185 48532 8//// 333 10336 20175 58000 555 10000=",
"43272099999","2024-03-07T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0256,1","+0155,1","99999,9",,,,,,,"240,M,+0359,1","240,N,+0170,1","99999,9,09185,1","9,9,999,9,+000,1","3,1534,9","SYN08043272 32997 02301 10256 20155 39185 48534 8//// 333 10359 20170 58000 555 10000=",
"43272099999","2024-03-08T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0274,1","+0158,1","99999,9",,,,,,,"240,M,+0357,1","240,N,+0173,1","99999,9,09186,1","9,9,999,9,+001,1","3,1539,9","SYN08043272 32997 02301 10274 20158 39186 48539 8//// 333 10357 20173 58001 555 10000=",
"43272099999","2024-03-09T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0276,1","+0164,1","99999,9",,,,,,,"240,M,+0359,1","240,N,+0198,1","99999,9,09188,1","9,9,999,9,+002,1","3,1541,9","SYN08043272 32997 02301 10276 20164 39188 48541 8//// 333 10359 20198 58002 555 10000=",
"43272099999","2024-03-10T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0280,1","+0173,1","99999,9",,,,,,,"240,M,+0357,1","240,N,+0183,1","99999,9,09185,1","9,9,999,9,-003,1","3,1539,9","SYN08043272 32997 02301 10280 20173 39185 48539 8//// 333 10357 20183 59003 555 10000=",
"43272099999","2024-03-11T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0021,1","99999,9,9,N","010000,1,9,9","+0274,1","+0158,1","99999,9",,,,,,,"240,M,+0357,1","240,N,+0197,1","99999,9,09210,1","9,9,999,9,+025,1","3,1562,9","SYN08043272 32997 01404 10274 20158 39210 48562 8//// 333 10357 20197 58025 555 10000=",
"43272099999","2024-03-12T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0244,1","+0186,1","99999,9",,,,,,,"240,M,+0351,1","240,N,+0186,1","99999,9,09207,1","9,9,999,9,-003,1","3,1552,9","SYN08043272 32997 02302 10244 20186 39207 48552 8//// 333 10351 20186 59003 555 10000=",
"43272099999","2024-03-13T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0252,1","+0161,1","99999,9",,,,,,,"240,M,+0351,1","240,N,+0189,1","99999,9,09194,1","9,9,999,9,-013,1","3,1543,9","SYN08043272 32997 02301 10252 20161 39194 48543 8//// 333 10351 20189 59013 555 10000=",
"43272099999","2024-03-14T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0252,1","+0195,1","99999,9",,,,,,,"240,M,+0356,1","240,N,+0226,1","99999,9,09193,1","9,9,999,9,-001,1","3,1542,9","SYN08043272 32997 02301 10252 20195 39193 48542 8//// 333 10356 20226 59001 555 10000=",
"43272099999","2024-03-15T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0256,1","+0203,1","99999,9",,,,,,,"240,M,+0356,1","240,N,+0223,1","99999,9,09176,1","9,9,999,9,-017,1","3,1526,9","SYN08043272 32997 02301 10256 20203 39176 48526 8//// 333 10356 20223 59017 555 10000=",
"43272099999","2024-03-17T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0232,1","+0199,1","99999,9",,"03,1,+00800,1,07,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,M,+0354,1","240,N,+0205,1","99999,9,09190,1",,"3,1534,9","SYN07643272 32595 61401 10232 20199 39190 48534 83632 333 10354 20205 56299 59003=",
"43272099999","2024-03-19T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0246,1","+0154,1","99999,9",,,,,,,"240,M,+0351,1","240,N,+0193,1","99999,9,09184,1","9,9,999,9,-003,1","3,1531,9","SYN08043272 32997 01401 10246 20154 39184 48531 8//// 333 10351 20193 59003 555 10000=",
"43272099999","2024-03-20T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0224,1","+0174,1","99999,9",,,,,,,"240,M,+0351,1","240,N,+0189,1","99999,9,09180,1","9,9,999,9,-004,1","3,1523,9","SYN08043272 32997 01401 10224 20174 39180 48523 8//// 333 10351 20189 59004 555 10000=",
"43272099999","2024-03-23T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0228,1","+0188,1","99999,9",,,,,,,"240,M,+0337,1","240,N,+0179,1","99999,9,09175,1","9,9,999,9,+005,1","3,1518,9","SYN08043272 32997 01401 10228 20188 39175 48518 8//// 333 10337 20179 58005 555 10000=",
"43272099999","2024-03-24T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0222,1","+0179,1","99999,9",,,,,,,"240,M,+0351,1","240,N,+0185,1","99999,9,09187,1","9,9,999,9,+012,1","3,1529,9","SYN08043272 32997 01402 10222 20179 39187 48529 8//// 333 10351 20185 58012 555 10000=",
"43272099999","2024-03-26T03:00:00","4","13.2","78.0666666","857.0","CHINTAMANI, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","010000,1,9,9","+0234,1","+0165,1","99999,9",,,,,,,"240,M,+0351,1","240,N,+0164,1","99999,9,09190,1","9,9,999,9,+005,1","3,1537,9","SYN08043272 32997 02301 10234 20165 39190 48537 8//// 333 10351 20164 58005 555 10000=",
